Selected,Face pair type,Face_A,Face_B,Edit type,Edit part,Edit level,Edit seed,LPIPS dist.,LPIPS target distr.,LPIPS diff.,Same ID,Face A pose number,Face B pose number,Face A ID,Face B ID
1,Featural,012_01_01_140_07,012_01_01_140_07,mouth,,,25,0.0083,0.010446255,0.002146255,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,NoseAla,-25,,0.0006,0.013164055,0.012564055,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,NoseBridge,75,,0.001,0.009119363,0.008119363,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,3,0.0032,0.00813622,0.00493622,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,30,0.004,0.002317317,0.001682683,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,11,0.0043,0.007042242,0.002742242,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,31,0.0047,0.012765189,0.008065189,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,1,0.0052,0.007436908,0.002236908,Same,-15,-15,012,012
1,Featural,012_01_01_140_07,012_01_01_140_07,nose,,,22,0.0062,0.001332688,0.004867312,Same,-15,-15,012,012
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,EyePupil,25,,0.0004,0.007073563,0.006673563,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,EyeWidth,75,,0.0016,0.014668354,0.013068354,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,54,0.0056,0.001627178,0.003972822,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,53,0.0058,0.013375372,0.007575372,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,40,0.0067,0.013949021,0.007249021,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,39,0.0099,0.006518864,0.003381136,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,38,0.0115,0.004045877,0.007454123,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eye,,,44,0.0266,0.008888765,0.017711235,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,EyebrowLength,25,,0.0004,0.002607921,0.002207921,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,EyebrowWidth,-75,,0.0018,0.012145299,0.010345299,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,48,0.0028,0.005591979,0.002791979,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,35,0.0046,0.004584704,1.5296E-05,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,32,0.0061,0.014123674,0.008023674,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,55,0.0082,0.004829183,0.003370817,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,1,0.0105,0.002201508,0.008298492,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,eyebrow,,,11,0.0142,0.013106308,0.001093692,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,MouthPlump,25,,0.0005,0.006799794,0.006299794,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,MouthWidth,-75,,0.0008,0.013012038,0.012212038,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,51,0.0022,0.014119213,0.011919213,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,20,0.0026,0.01348266,0.01088266,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,41,0.0037,0.004615335,0.000915335,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,19,0.0039,0.009777389,0.005877389,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,37,0.0043,0.007957587,0.003657587,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,mouth,,,46,0.0057,0.00644348,0.00074348,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,NoseAla,25,,0.0004,0.004622303,0.004222303,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,NoseAla,-75,,0.0008,0.003272228,0.002472228,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,48,0.0041,0.001024794,0.003075206,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,18,0.0051,0.009097513,0.003997513,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,14,0.0061,0.012301347,0.006201347,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,58,0.0071,0.010257977,0.003157977,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,17,0.0099,0.010964755,0.001064755,Same,15,15,016,016
1,Featural,016_01_01_050_16,016_01_01_050_16,nose,,,8,0.0129,0.005182546,0.007717454,Same,15,15,016,016
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,EyePupil,25,,0.0003,0.004733781,0.004433781,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,EyeWidth,-75,,0.0012,0.010772655,0.009572655,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,7,0.0046,0.007873812,0.003273812,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,15,0.0057,0.006503046,0.000803046,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,5,0.0059,0.012907118,0.007007118,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,2,0.0062,0.00691478,0.00071478,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,23,0.0076,0.006677086,0.000922914,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eye,,,4,0.0083,0.006500113,0.001799887,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,EyebrowWidth,-25,,0.0003,0.010417896,0.010117896,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,EyebrowLength,75,,0.0005,0.012877734,0.012377734,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,9,0.0022,0.009971399,0.007771399,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,11,0.0027,0.007180645,0.004480645,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,19,0.0034,0.005763008,0.002363008,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,26,0.0047,0.005926976,0.001226976,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,21,0.0055,0.000335215,0.005164785,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,eyebrow,,,25,0.0088,0.013795743,0.004995743,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,MouthWidth,25,,0.0003,0.004880086,0.004580086,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,MouthPlump,-75,,0.0023,0.003100512,0.000800512,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,3,0.0028,0.007300287,0.004500287,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,19,0.0035,0.002958756,0.000541244,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,23,0.0041,0.010515233,0.006415233,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,7,0.0048,0.00931847,0.00451847,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,26,0.0053,0.014891967,0.009591967,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,mouth,,,17,0.008,0.000614837,0.007385163,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,NoseBridge,-25,,0.0003,0.008603422,0.008303422,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,NoseAla,75,,0.0006,0.000294645,0.000305355,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,6,0.0035,0.008410187,0.004910187,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,10,0.0038,0.011945851,0.008145851,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,13,0.0042,0.006784255,0.002584255,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,5,0.0049,0.008706574,0.003806574,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,3,0.0057,0.010580913,0.004880913,Same,0,0,017,017
1,Featural,017_01_01_051_06,017_01_01_051_06,nose,,,14,0.0066,0.006808619,0.000208619,Same,0,0,017,017
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,EyeAngle,25,,0.0003,0.009969524,0.009669524,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,EyeWidth,-75,,0.0011,0.008281533,0.007181533,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,12,0.0067,0.010153481,0.003453481,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,15,0.0073,0.012372118,0.005072118,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,10,0.0075,0.005089739,0.002410261,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,8,0.008,0.003261247,0.004738753,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,17,0.0085,0.004461144,0.004038856,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eye,,,1,0.0087,0.004468999,0.004231001,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,EyebrowLength,25,,0.0003,0.000207409,9.25906E-05,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,EyebrowWidth,-75,,0.0008,0.014605383,0.013805383,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,15,0.0027,0.00561108,0.00291108,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,29,0.0036,0.00394258,0.00034258,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,5,0.0041,0.005322913,0.001222913,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,17,0.005,0.014194055,0.009194055,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,7,0.0058,0.005524624,0.000275376,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,eyebrow,,,26,0.0066,0.007477173,0.000877173,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,MouthWidth,-25,,0.0004,0.012391434,0.011991434,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,MouthPlump,75,,0.0011,0.010631201,0.009531201,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,17,0.0038,0.007290819,0.003490819,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,24,0.0048,0.013585927,0.008785927,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,9,0.0061,0.014936246,0.008836246,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,20,0.0068,0.008508404,0.001708404,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,13,0.0077,0.004557405,0.003142595,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,mouth,,,16,0.0092,0.007520661,0.001679339,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,NoseAla,-25,,0.0003,0.012256176,0.011956176,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,NoseBridge,75,,0.0008,0.013601512,0.012801512,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,16,0.0041,0.003598741,0.000501259,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,22,0.0046,0.010565685,0.005965685,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,8,0.0051,0.014613706,0.009513706,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,9,0.0061,0.002449307,0.003650693,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,24,0.0075,0.011606269,0.004106269,Same,0,0,025,025
1,Featural,025_01_01_051_08,025_01_01_051_08,nose,,,3,0.008,0.002445285,0.005554715,Same,0,0,025,025
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,EyeAngle,25,,0.0004,0.004653875,0.004253875,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,EyeWidth,-75,,0.0012,0.00473135,0.00353135,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,23,0.0032,0.00074915,0.00245085,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,19,0.0038,0.012518498,0.008718498,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,20,0.0038,0.007139261,0.003339261,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,29,0.0043,0.014517073,0.010217073,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,8,0.0052,0.007218219,0.002018219,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eye,,,13,0.0059,0.013553837,0.007653837,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,EyebrowWidth,25,,0.0004,0.010832448,0.010432448,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,EyebrowWidth,-75,,0.0009,0.002341103,0.001441103,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,8,0.0017,0.002812896,0.001112896,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,29,0.0023,0.010401338,0.008101338,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,1,0.0026,0.012044006,0.009444006,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,13,0.0033,0.011316262,0.008016262,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,7,0.0047,0.009833811,0.005133811,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,eyebrow,,,6,0.0049,0.000202578,0.004697422,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,MouthWidth,-25,,0.0004,0.006045501,0.005645501,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,MouthPlump,75,,0.0015,0.012076659,0.010576659,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,,,12,0.0018,0.005611991,0.003811991,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,,,9,0.0023,0.006902424,0.004602424,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,,,10,0.0026,0.00544437,0.00284437,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,,,28,0.003,0.009254884,0.006254884,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,,,30,0.0036,0.006659538,0.003059538,Same,0,0,031,031
1,Featural,031_01_01_051_16,031_01_01_051_16,mouth,MouthPlump,-75,,0.0044,0.010154207,0.005754207,Same,0,0,031,031
